Country,Date,Confirmed,Deaths,Recovered,Case fatality rate of COVID-19 (%),Daily new confirmed cases of COVID-19 (rolling 3-day average),Daily new confirmed deaths due to COVID-19 (rolling 3-day average)
Malaysia,2020-03-22 00:00:00,1306,10,0.0,0.338123415046492,135.33333333333334,2.6666666666666665
Malaysia,2020-03-23 00:00:00,1518,14,43.0,0.7656967840735069,162.66666666666666,4.0
Malaysia,2020-03-24 00:00:00,1624,16,62098.0,0.9222661396574441,147.0,3.6666666666666665
Malaysia,2020-03-25 00:00:00,1796,20,536.0,0.9236453201970444,163.33333333333334,3.0
Malaysia,2020-03-26 00:00:00,2031,23,22.0,1.0579064587973273,171.0,3.0
Malaysia,2020-03-27 00:00:00,2161,26,0.0,1.1324470704086658,179.0,3.6666666666666665
Malaysia,2020-03-28 00:00:00,2320,27,0.0,1.2031466913465991,174.66666666666663,2.6666666666666665
Malaysia,2020-03-29 00:00:00,2470,35,0.0,1.163793103448276,146.33333333333334,3.6666666666666665
Malaysia,2020-03-30 00:00:00,2626,37,0.0,1.376518218623482,155.0,3.6666666666666665
Malaysia,2020-03-31 00:00:00,2766,43,0.0,1.4089870525514092,102.0,3.333333333333333
Malaysia,2020-04-01 00:00:00,2908,45,0.0,1.4089870525514092,78.0,1.5
Malta,2020-03-24 00:00:00,110,0,74.0,0.0,15.666666666666664,0.0
Malta,2020-03-25 00:00:00,129,0,1.0,0.0,13.0,0.0
Malta,2020-03-26 00:00:00,134,0,70.0,0.0,9.0,0.0
Malta,2020-03-27 00:00:00,139,0,0.0,0.0,6.333333333333332,0.0
Malta,2020-03-28 00:00:00,149,0,23.0,0.0,6.666666666666668,0.0
Malta,2020-03-29 00:00:00,151,0,0.0,0.0,5.666666666666668,0.0
Malta,2020-03-30 00:00:00,156,0,0.0,0.0,5.666666666666668,0.0
Malta,2020-03-31 00:00:00,169,0,0.0,0.0,6.0,0.0
Malta,2020-04-01 00:00:00,188,0,0.0,0.0,8.0,0.0
Mauritius,2020-03-29 00:00:00,107,3,0.0,1.96078431372549,9.666666666666666,0.3333333333333333
Mauritius,2020-03-30 00:00:00,128,3,0.0,2.727272727272727,11.333333333333336,0.3333333333333333
Mauritius,2020-03-31 00:00:00,143,5,0.0,2.34375,13.666666666666664,0.3333333333333333
Mauritius,2020-04-01 00:00:00,161,6,0.0,2.097902097902098,16.5,0.0
Mexico,2020-03-19 00:00:00,118,1,0.0,0.0,27.33333333333333,0.0
Mexico,2020-03-20 00:00:00,164,1,24.0,0.0,36.66666666666666,0.6666666666666666
Mexico,2020-03-21 00:00:00,203,2,9.0,0.9852216748768472,44.33333333333334,0.6666666666666666
Mexico,2020-03-22 00:00:00,251,2,5.0,0.796812749003984,50.66666666666666,0.6666666666666666
Mexico,2020-03-23 00:00:00,316,3,123.0,0.6329113924050633,54.66666666666666,0.6666666666666666
Mexico,2020-03-24 00:00:00,367,4,92.0,1.08991825613079,51.33333333333334,1.0
Mexico,2020-03-25 00:00:00,405,5,1225.0,1.2345679012345678,53.0,1.0
Mexico,2020-03-26 00:00:00,475,6,0.0,1.0526315789473684,72.66666666666667,1.3333333333333333
Mexico,2020-03-27 00:00:00,585,8,0.0,1.3675213675213675,104.0,2.333333333333333
Mexico,2020-03-28 00:00:00,717,12,0.0,1.6736401673640169,124.33333333333331,3.6666666666666665
Mexico,2020-03-29 00:00:00,848,16,0.0,1.8867924528301887,136.0,4.0
Mexico,2020-03-30 00:00:00,993,20,0.0,2.014098690835851,125.66666666666669,5.333333333333333
Mexico,2020-03-31 00:00:00,1094,28,0.0,2.5594149908592323,122.33333333333331,4.333333333333333
Mexico,2020-04-01 00:00:00,1215,29,0.0,2.3868312757201653,111.0,4.5
Moldova,2020-03-24 00:00:00,125,1,124.0,0.9174311926605504,15.0,0.0
Moldova,2020-03-25 00:00:00,149,1,10.0,0.8,18.33333333333333,0.0
Moldova,2020-03-26 00:00:00,177,1,0.0,0.6711409395973155,22.66666666666667,0.0
Moldova,2020-03-27 00:00:00,199,2,22.0,0.5649717514124294,24.66666666666667,0.3333333333333333
Moldova,2020-03-28 00:00:00,231,2,52.0,1.0050251256281406,27.33333333333333,0.3333333333333333
Moldova,2020-03-29 00:00:00,263,2,0.0,0.8658008658008658,28.66666666666667,0.3333333333333333
Moldova,2020-03-30 00:00:00,298,2,0.0,0.7604562737642585,33.0,0.0
Moldova,2020-03-31 00:00:00,353,4,0.0,0.6711409395973155,40.66666666666666,0.6666666666666666
Moldova,2020-04-01 00:00:00,423,5,0.0,1.13314447592068,45.0,1.0
Montenegro,2020-04-01 00:00:00,123,2,0.0,0.9174311926605504,12.0,0.0
Morocco,2020-03-23 00:00:00,143,4,310.0,3.4782608695652173,16.0,0.3333333333333333
Morocco,2020-03-24 00:00:00,170,5,242.0,2.985074626865672,24.66666666666667,0.6666666666666666
Morocco,2020-03-25 00:00:00,225,6,4.0,2.9411764705882346,36.66666666666666,0.6666666666666666
Morocco,2020-03-26 00:00:00,275,11,0.0,2.666666666666667,47.0,2.0
Morocco,2020-03-27 00:00:00,345,23,1.0,3.636363636363636,58.33333333333334,6.0
Morocco,2020-03-28 00:00:00,402,25,0.0,6.666666666666668,44.33333333333334,5.666666666666668
Morocco,2020-03-29 00:00:00,479,26,0.0,6.424581005586593,68.0,5.333333333333333
Morocco,2020-03-30 00:00:00,556,33,0.0,5.427974947807933,70.33333333333333,3.333333333333333
Morocco,2020-03-31 00:00:00,617,36,0.0,5.935251798561151,86.33333333333331,4.333333333333333
Morocco,2020-04-01 00:00:00,654,39,0.0,5.834683954619125,69.0,5.0
Netherlands,2020-03-07 00:00:00,188,1,1434.0,0.78125,50.0,0.3333333333333333
Netherlands,2020-03-08 00:00:00,265,3,1.0,0.5319148936170213,61.0,1.0
Netherlands,2020-03-09 00:00:00,321,3,1.0,1.1320754716981132,64.33333333333333,0.6666666666666666
Netherlands,2020-03-10 00:00:00,382,4,46.0,0.9345794392523364,64.66666666666667,1.0
Netherlands,2020-03-11 00:00:00,503,5,2993.0,1.0471204188481675,79.33333333333333,0.6666666666666666
Netherlands,2020-03-12 00:00:00,503,5,2.0,0.9940357852882704,97.66666666666669,0.6666666666666666
Netherlands,2020-03-13 00:00:00,806,10,4.0,0.8143322475570033,140.66666666666666,0.3333333333333333
Netherlands,2020-03-14 00:00:00,962,12,1.0,0.6218905472636816,152.0,2.333333333333333
Netherlands,2020-03-15 00:00:00,1138,20,31.0,1.2513034410844628,173.66666666666663,5.0
Netherlands,2020-03-16 00:00:00,1416,24,1107.0,1.7621145374449338,203.0,6.333333333333332
Netherlands,2020-03-17 00:00:00,1711,43,1.0,1.6985138004246283,248.66666666666663,10.333333333333334
Netherlands,2020-03-18 00:00:00,2058,58,176.0,2.5219941348973607,305.3333333333333,12.666666666666664
Netherlands,2020-03-19 00:00:00,2467,77,0.0,2.827888834714773,349.0,17.333333333333332
Netherlands,2020-03-20 00:00:00,3003,107,14.0,3.089430894308943,429.66666666666674,21.0
Netherlands,2020-03-21 00:00:00,3640,137,0.0,3.5404141616566465,526.6666666666666,26.0
Netherlands,2020-03-22 00:00:00,4217,180,1412.0,3.745524648857064,581.3333333333334,34.333333333333336
Netherlands,2020-03-23 00:00:00,4764,214,62930.0,4.257849666983825,585.0,35.666666666666664
Netherlands,2020-03-24 00:00:00,5580,277,803.0,4.485154769425142,643.0,46.66666666666666
Netherlands,2020-03-25 00:00:00,6438,357,100.0,4.9640287769784175,736.0,59.0
Netherlands,2020-03-26 00:00:00,7468,435,24.0,5.552089831565814,894.0,73.66666666666667
Netherlands,2020-03-27 00:00:00,8647,547,9465.0,5.840398331314763,1014.3333333333335,90.0
Netherlands,2020-03-28 00:00:00,9819,640,416.0,6.346623270951994,1116.6666666666667,94.33333333333331
Netherlands,2020-03-29 00:00:00,10930,772,0.0,6.54578979717271,1145.0,112.33333333333331
Netherlands,2020-03-30 00:00:00,11817,865,0.0,7.095527332965213,1049.0,106.0
Netherlands,2020-03-31 00:00:00,12667,1040,0.0,7.353191489361702,944.3333333333335,133.33333333333334
Netherlands,2020-04-01 00:00:00,13696,1175,0.0,8.249305279872965,864.5,134.0
New Zealand,2020-03-23 00:00:00,102,0,631.0,0.0,29.66666666666667,0.0
New Zealand,2020-03-24 00:00:00,155,0,73.0,0.0,41.0,0.0
New Zealand,2020-03-25 00:00:00,205,0,2.0,0.0,53.33333333333334,0.0
New Zealand,2020-03-26 00:00:00,283,0,10.0,0.0,65.33333333333333,0.0
New Zealand,2020-03-27 00:00:00,368,0,16100.0,0.0,75.66666666666667,0.0
New Zealand,2020-03-28 00:00:00,451,0,103.0,0.0,71.33333333333333,0.3333333333333333
New Zealand,2020-03-29 00:00:00,514,1,0.0,0.21008403361344535,71.33333333333333,0.3333333333333333
New Zealand,2020-03-30 00:00:00,589,1,0.0,0.18115942028985507,77.0,0.3333333333333333
New Zealand,2020-03-31 00:00:00,647,1,0.0,0.1545595054095827,57.0,0.0
New Zealand,2020-04-01 00:00:00,708,1,0.0,0.1545595054095827,47.5,0.0
Nigeria,2020-03-31 00:00:00,135,2,0.0,1.5267175572519085,11.333333333333336,0.3333333333333333
Nigeria,2020-04-01 00:00:00,174,2,0.0,1.5267175572519085,17.0,0.5
Norway,2020-03-07 00:00:00,147,0,40.0,0.0,30.33333333333333,0.0
Norway,2020-03-08 00:00:00,176,0,0.0,0.0,27.66666666666667,0.0
Norway,2020-03-09 00:00:00,205,0,0.0,0.0,26.33333333333333,0.0
Norway,2020-03-10 00:00:00,400,0,0.0,0.0,43.33333333333334,0.0
Norway,2020-03-11 00:00:00,598,0,0.0,0.0,106.66666666666669,0.0
Norway,2020-03-12 00:00:00,702,0,0.0,0.0,143.0,0.3333333333333333
Norway,2020-03-13 00:00:00,996,0,0.0,0.1610305958132045,114.66666666666669,0.3333333333333333
Norway,2020-03-14 00:00:00,1090,3,0.0,0.1610305958132045,139.33333333333334,0.3333333333333333
Norway,2020-03-15 00:00:00,1221,3,2.0,0.11025358324145534,152.0,0.0
Norway,2020-03-16 00:00:00,1333,3,0.0,0.09285051067780872,182.66666666666663,0.6666666666666666
Norway,2020-03-17 00:00:00,1463,3,0.0,0.2566295979469632,133.66666666666666,0.6666666666666666
Norway,2020-03-18 00:00:00,1550,6,0.0,0.22935779816513766,115.33333333333331,0.6666666666666666
Norway,2020-03-19 00:00:00,1746,7,0.0,0.21082220660576245,127.66666666666669,1.0
Norway,2020-03-20 00:00:00,1914,7,177.0,0.3865979381443299,144.66666666666666,1.3333333333333333
Norway,2020-03-21 00:00:00,2118,7,0.0,0.4018369690011481,167.66666666666666,1.3333333333333333
Norway,2020-03-22 00:00:00,2385,7,144.0,0.363447559709242,193.33333333333331,0.3333333333333333
Norway,2020-03-23 00:00:00,2621,10,75.0,0.3283302063789869,209.66666666666663,0.3333333333333333
Norway,2020-03-24 00:00:00,2863,12,2.0,0.3374103753690426,213.33333333333331,1.0
Norway,2020-03-25 00:00:00,3084,14,3.0,0.3897116134060795,261.3333333333333,1.6666666666666667
Norway,2020-03-26 00:00:00,3369,14,10.0,0.41152263374485604,261.6666666666667,2.0
Norway,2020-03-27 00:00:00,3755,19,0.0,0.4435994930291508,338.3333333333333,2.0
Norway,2020-03-28 00:00:00,4015,23,16847.0,0.4468025691147724,309.6666666666667,2.6666666666666665
Norway,2020-03-29 00:00:00,4284,25,0.0,0.5201560468140443,315.3333333333333,2.6666666666666665
Norway,2020-03-30 00:00:00,4445,32,0.0,0.5363237445148707,215.0,3.333333333333333
Norway,2020-03-31 00:00:00,4641,39,0.0,0.6152389966871746,200.66666666666663,2.6666666666666665
Norway,2020-04-01 00:00:00,4863,44,0.0,0.6296379581740499,172.5,3.0
Oman,2020-03-27 00:00:00,131,0,0.0,0.0,15.666666666666664,0.0
Oman,2020-03-28 00:00:00,152,0,2.0,0.0,17.666666666666668,0.0
Oman,2020-03-29 00:00:00,167,0,0.0,0.0,19.33333333333333,0.0
Oman,2020-03-30 00:00:00,179,0,0.0,0.0,16.0,0.0
Oman,2020-03-31 00:00:00,192,1,0.0,0.0,13.333333333333336,0.3333333333333333
Oman,2020-04-01 00:00:00,210,1,0.0,0.5208333333333333,12.5,0.5
Pakistan,2020-03-17 00:00:00,236,0,0.0,0.0,52.33333333333334,0.0
Pakistan,2020-03-18 00:00:00,299,0,0.0,0.0,90.33333333333331,0.0
Pakistan,2020-03-19 00:00:00,454,2,2.0,0.0,97.0,0.6666666666666666
Pakistan,2020-03-20 00:00:00,501,3,0.0,0.41841004184100417,102.66666666666669,1.0
Pakistan,2020-03-21 00:00:00,730,3,2.0,0.6060606060606061,114.66666666666669,1.0
Pakistan,2020-03-22 00:00:00,776,5,310.0,0.4643962848297213,102.0,1.0
Pakistan,2020-03-23 00:00:00,875,6,242.0,0.6377551020408163,130.66666666666666,1.0
Pakistan,2020-03-24 00:00:00,972,7,3.0,0.6764374295377678,115.0,1.3333333333333333
Pakistan,2020-03-25 00:00:00,1063,8,0.0,0.7063572149344097,91.0,1.0
Pakistan,2020-03-26 00:00:00,1201,9,1.0,0.7568590350047304,103.33333333333331,1.0
Pakistan,2020-03-27 00:00:00,1373,11,0.0,0.7518796992481203,68.66666666666667,0.6666666666666666
Pakistan,2020-03-28 00:00:00,1495,12,472.0,0.7518796992481203,117.0,1.0
Pakistan,2020-03-29 00:00:00,1597,14,0.0,0.78125,109.66666666666669,1.3333333333333333
Pakistan,2020-03-30 00:00:00,1717,21,0.0,0.8519003931847969,142.66666666666666,3.0
Pakistan,2020-03-31 00:00:00,1938,26,0.0,1.1076923076923075,210.33333333333331,5.0
Pakistan,2020-04-01 00:00:00,2118,27,0.0,1.2751348700343306,256.5,6.5
Panama,2020-03-19 00:00:00,109,1,0.0,0.9174311926605504,22.66666666666667,0.0
Panama,2020-03-20 00:00:00,137,1,22.0,0.7299270072992701,38.0,0.0
Panama,2020-03-21 00:00:00,200,1,183.0,0.5,45.33333333333334,0.6666666666666666
Panama,2020-03-22 00:00:00,313,3,469.0,1.2244897959183674,58.66666666666666,0.6666666666666666
Panama,2020-03-23 00:00:00,345,6,752.0,0.9584664536741214,48.33333333333334,1.6666666666666667
Panama,2020-03-24 00:00:00,345,6,45.0,1.7391304347826086,66.0,1.0
Panama,2020-03-25 00:00:00,443,8,0.0,1.3544018058690743,91.66666666666669,1.0
Panama,2020-03-26 00:00:00,558,8,1.0,1.020408163265306,109.66666666666669,1.0
Panama,2020-03-27 00:00:00,674,9,1.0,1.3353115727002969,114.33333333333331,2.6666666666666665
Panama,2020-03-28 00:00:00,786,14,36.0,1.7811704834605595,104.33333333333331,3.6666666666666665
Panama,2020-03-29 00:00:00,901,17,0.0,1.8867924528301887,105.0,5.0
Panama,2020-03-30 00:00:00,989,24,0.0,2.426693629929221,96.33333333333331,4.0
Panama,2020-03-31 00:00:00,1181,30,0.0,2.4186046511627906,93.33333333333331,4.333333333333333
Panama,2020-04-01 00:00:00,1181,30,0.0,2.5402201524132093,96.0,3.0
Peru,2020-03-18 00:00:00,145,0,0.0,0.0,24.66666666666667,0.0
Peru,2020-03-19 00:00:00,234,0,8.0,0.0,49.33333333333334,0.6666666666666666
Peru,2020-03-20 00:00:00,234,3,0.0,0.8547008547008548,48.66666666666666,1.0
Peru,2020-03-21 00:00:00,318,5,22.0,1.1406844106463878,57.66666666666666,1.6666666666666667
Peru,2020-03-22 00:00:00,363,5,61201.0,1.572327044025157,43.0,1.0
Peru,2020-03-23 00:00:00,395,5,536.0,1.3774104683195594,44.0,0.6666666666666666
Peru,2020-03-24 00:00:00,416,7,15.0,1.2658227848101269,32.666666666666664,0.6666666666666666
Peru,2020-03-25 00:00:00,480,9,0.0,1.6826923076923077,65.0,1.0
Peru,2020-03-26 00:00:00,580,9,0.0,1.4336917562724014,61.66666666666666,1.3333333333333333
Peru,2020-03-27 00:00:00,635,11,37.0,1.5517241379310345,73.0,1.3333333333333333
Peru,2020-03-28 00:00:00,671,16,5567.0,1.7322834645669292,37.66666666666666,2.6666666666666665
Peru,2020-03-29 00:00:00,852,18,0.0,2.3845007451564832,90.66666666666669,3.0
Peru,2020-03-30 00:00:00,950,24,0.0,2.112676056338028,105.0,4.333333333333333
Peru,2020-03-31 00:00:00,1065,30,0.0,2.526315789473684,131.33333333333334,4.666666666666667
Peru,2020-04-01 00:00:00,1323,38,0.0,2.8169014084507045,106.5,6.0
Philippines,2020-03-15 00:00:00,140,11,0.0,5.405405405405406,29.33333333333333,3.333333333333333
Philippines,2020-03-16 00:00:00,142,12,0.0,8.571428571428571,26.0,2.0
Philippines,2020-03-17 00:00:00,187,12,0.0,8.450704225352112,25.33333333333333,2.6666666666666665
Philippines,2020-03-18 00:00:00,202,19,0.0,7.4866310160427805,20.666666666666668,1.6666666666666667
Philippines,2020-03-19 00:00:00,217,17,3.0,8.415841584158416,29.33333333333333,2.0
Philippines,2020-03-20 00:00:00,230,18,0.0,7.82608695652174,14.333333333333336,1.3333333333333333
Philippines,2020-03-21 00:00:00,307,19,984.0,7.82608695652174,59.33333333333334,2.6666666666666665
Philippines,2020-03-22 00:00:00,380,25,1014.0,6.578947368421053,50.0,2.333333333333333
Philippines,2020-03-23 00:00:00,462,33,133.0,6.578947368421053,77.33333333333333,5.0
Philippines,2020-03-24 00:00:00,552,35,11.0,7.142857142857142,57.33333333333334,3.333333333333333
Philippines,2020-03-25 00:00:00,636,38,1.0,6.340579710144928,85.33333333333333,4.333333333333333
Philippines,2020-03-26 00:00:00,707,45,0.0,5.9748427672955975,81.66666666666667,4.0
Philippines,2020-03-27 00:00:00,803,54,198.0,6.364922206506367,83.66666666666667,6.333333333333332
Philippines,2020-03-28 00:00:00,1075,68,80.0,6.724782067247821,146.33333333333334,10.0
Philippines,2020-03-29 00:00:00,1418,71,0.0,6.325581395348838,237.0,8.666666666666666
Philippines,2020-03-30 00:00:00,1546,78,0.0,5.007052186177715,427.0,11.333333333333336
Philippines,2020-03-31 00:00:00,2084,88,0.0,4.222648752399232,336.3333333333333,6.666666666666668
Philippines,2020-04-01 00:00:00,2311,96,0.0,4.222648752399232,333.0,8.5
Poland,2020-03-15 00:00:00,119,3,1081.0,2.8846153846153846,25.33333333333333,0.6666666666666666
Poland,2020-03-16 00:00:00,177,4,0.0,2.4,36.333333333333336,0.6666666666666666
Poland,2020-03-17 00:00:00,238,5,0.0,2.2598870056497176,44.66666666666666,0.6666666666666666
Poland,2020-03-18 00:00:00,251,5,0.0,2.100840336134454,54.0,0.6666666666666666
Poland,2020-03-19 00:00:00,355,5,3.0,1.7421602787456445,59.33333333333334,0.3333333333333333
Poland,2020-03-20 00:00:00,425,5,0.0,1.4084507042253522,62.33333333333334,0.0
Poland,2020-03-21 00:00:00,536,5,403.0,1.1764705882352942,83.0,0.0
Poland,2020-03-22 00:00:00,634,7,74.0,0.9328358208955224,93.0,0.6666666666666666
Poland,2020-03-23 00:00:00,749,8,1.0,1.1041009463722398,108.0,1.0
Poland,2020-03-24 00:00:00,901,10,54.0,1.068090787716956,121.66666666666669,1.6666666666666667
Poland,2020-03-25 00:00:00,1051,14,0.0,1.109877913429523,139.0,2.333333333333333
Poland,2020-03-26 00:00:00,1221,16,20.0,1.3320647002854424,157.33333333333334,2.6666666666666665
Poland,2020-03-27 00:00:00,1389,16,123.0,1.3104013104013106,162.66666666666666,2.0
Poland,2020-03-28 00:00:00,1638,18,3.0,1.1519078473722102,195.66666666666663,1.3333333333333333
Poland,2020-03-29 00:00:00,1862,22,0.0,1.0989010989010992,213.66666666666663,2.0
Poland,2020-03-30 00:00:00,2055,31,0.0,1.1815252416756177,222.0,5.0
Poland,2020-03-31 00:00:00,2311,33,0.0,1.5085158150851583,224.33333333333331,5.0
Poland,2020-04-01 00:00:00,2554,43,0.0,1.4279532669839896,224.5,5.5
Portugal,2020-03-14 00:00:00,169,0,0.0,0.0,36.66666666666666,0.0
Portugal,2020-03-15 00:00:00,245,0,1.0,0.0,55.66666666666666,0.0
Portugal,2020-03-16 00:00:00,331,0,0.0,0.0,73.0,0.0
Portugal,2020-03-17 00:00:00,448,1,16.0,0.0,93.0,0.3333333333333333
Portugal,2020-03-18 00:00:00,448,2,1.0,0.2232142857142857,132.33333333333334,0.6666666666666666
Portugal,2020-03-19 00:00:00,785,3,70.0,0.3115264797507788,151.33333333333334,1.0
Portugal,2020-03-20 00:00:00,1020,6,2.0,0.3821656050955414,190.66666666666663,1.6666666666666667
Portugal,2020-03-21 00:00:00,1280,12,570.0,0.5882352941176471,212.66666666666663,3.333333333333333
Portugal,2020-03-22 00:00:00,1600,14,631.0,0.9375,271.6666666666667,3.6666666666666665
Portugal,2020-03-23 00:00:00,2060,23,73.0,0.8750000000000001,346.66666666666674,5.666666666666668
Portugal,2020-03-24 00:00:00,2362,33,2.0,1.1165048543689322,360.66666666666674,7.0
Portugal,2020-03-25 00:00:00,2995,43,10.0,1.397121083827265,465.0,9.666666666666666
Portugal,2020-03-26 00:00:00,3544,60,13500.0,1.4357262103505843,494.66666666666674,12.333333333333336
Portugal,2020-03-27 00:00:00,4268,76,81.0,1.6930022573363432,635.3333333333334,14.333333333333336
Portugal,2020-03-28 00:00:00,5170,100,1.0,1.7806935332708531,725.0,19.0
Portugal,2020-03-29 00:00:00,5962,119,0.0,1.9342359767891684,806.0,19.666666666666668
Portugal,2020-03-30 00:00:00,6408,140,0.0,1.9959745051995972,713.3333333333335,21.33333333333333
Portugal,2020-03-31 00:00:00,7443,160,0.0,2.184769038701623,757.6666666666665,20.0
Portugal,2020-04-01 00:00:00,8251,187,0.0,2.149670831653903,740.5,20.5
Qatar,2020-03-12 00:00:00,262,0,1.0,0.0,122.0,0.0
Qatar,2020-03-14 00:00:00,337,0,0.0,0.0,37.5,0.0
Qatar,2020-03-15 00:00:00,401,0,0.0,0.0,46.33333333333334,0.0
Qatar,2020-03-16 00:00:00,439,0,0.0,0.0,39.66666666666666,0.0
Qatar,2020-03-17 00:00:00,439,0,0.0,0.0,35.0,0.0
Qatar,2020-03-18 00:00:00,452,0,2.0,0.0,17.0,0.0
Qatar,2020-03-19 00:00:00,460,0,0.0,0.0,7.0,0.0
Qatar,2020-03-20 00:00:00,470,0,2.0,0.0,9.333333333333334,0.0
Qatar,2020-03-21 00:00:00,481,0,295.0,0.0,9.666666666666666,0.0
Qatar,2020-03-22 00:00:00,494,0,934.0,0.0,11.333333333333336,0.0
Qatar,2020-03-23 00:00:00,501,0,172.0,0.0,10.333333333333334,0.0
Qatar,2020-03-24 00:00:00,526,0,1.0,0.0,15.0,0.0
Qatar,2020-03-25 00:00:00,537,0,6.0,0.0,14.333333333333336,0.0
Qatar,2020-03-26 00:00:00,549,0,2.0,0.0,16.0,0.0
Qatar,2020-03-27 00:00:00,562,0,14656.0,0.0,12.0,0.0
Qatar,2020-03-28 00:00:00,590,1,43.0,0.0,17.666666666666668,0.3333333333333333
Qatar,2020-03-29 00:00:00,634,1,0.0,0.1694915254237288,28.33333333333333,0.3333333333333333
Qatar,2020-03-30 00:00:00,693,1,0.0,0.15772870662460567,43.66666666666666,0.3333333333333333
Qatar,2020-03-31 00:00:00,781,2,0.0,0.1443001443001443,63.66666666666666,0.3333333333333333
Qatar,2020-04-01 00:00:00,835,2,0.0,0.2560819462227913,73.5,0.5
Romania,2020-03-15 00:00:00,131,0,0.0,0.0,25.0,0.0
Romania,2020-03-16 00:00:00,158,0,31.0,0.0,31.66666666666667,0.0
Romania,2020-03-17 00:00:00,184,0,0.0,0.0,34.666666666666664,0.0
Romania,2020-03-18 00:00:00,260,0,65.0,0.0,40.333333333333336,0.0
Romania,2020-03-19 00:00:00,277,0,9.0,0.0,31.0,0.0
Romania,2020-03-20 00:00:00,308,0,2.0,0.0,30.33333333333333,0.0
Romania,2020-03-21 00:00:00,367,0,119.0,0.0,35.666666666666664,0.0
Romania,2020-03-22 00:00:00,433,3,92.0,0.0,52.0,0.6666666666666666
Romania,2020-03-23 00:00:00,576,7,1222.0,0.4618937644341801,89.33333333333331,2.333333333333333
Romania,2020-03-24 00:00:00,794,11,0.0,1.2152777777777781,131.66666666666666,3.6666666666666665
Romania,2020-03-25 00:00:00,906,17,0.0,1.4435695538057742,157.66666666666666,3.6666666666666665
Romania,2020-03-26 00:00:00,1029,23,0.0,1.4348785871964682,151.0,3.333333333333333
Romania,2020-03-27 00:00:00,1292,26,170.0,1.6520894071914478,176.66666666666663,4.333333333333333
Romania,2020-03-28 00:00:00,1452,37,0.0,1.8575851393188851,182.0,5.333333333333333
Romania,2020-03-29 00:00:00,1815,43,0.0,1.9972451790633607,243.66666666666663,7.666666666666668
Romania,2020-03-30 00:00:00,2109,65,0.0,2.272727272727273,220.0,6.666666666666668
Romania,2020-03-31 00:00:00,2245,82,0.0,2.2540983606557377,264.3333333333333,13.333333333333336
Romania,2020-04-01 00:00:00,2460,92,0.0,3.0734966592427617,242.5,14.5
Russia,2020-03-18 00:00:00,147,0,1.0,0.0,28.0,0.0
Russia,2020-03-19 00:00:00,199,1,10.0,0.0,35.333333333333336,0.0
Russia,2020-03-20 00:00:00,253,1,3.0,0.0,46.33333333333334,0.0
Russia,2020-03-21 00:00:00,306,1,1336.0,0.0,53.0,0.0
Russia,2020-03-22 00:00:00,367,1,124.0,0.0,79.66666666666667,0.0
Russia,2020-03-23 00:00:00,438,1,10.0,0.0,61.66666666666666,0.0
Russia,2020-03-24 00:00:00,495,1,0.0,0.0,63.0,0.0
Russia,2020-03-25 00:00:00,658,3,17.0,0.0,73.33333333333333,0.0
Russia,2020-03-26 00:00:00,840,3,52.0,0.0,134.0,0.6666666666666666
Russia,2020-03-27 00:00:00,1036,4,5.0,0.2380952380952381,180.33333333333331,1.3333333333333333
Russia,2020-03-28 00:00:00,1264,4,0.0,0.3861003861003861,202.0,1.6666666666666667
Russia,2020-03-29 00:00:00,1534,8,0.0,0.39556962025316456,231.33333333333331,2.0
Russia,2020-03-30 00:00:00,1836,9,0.0,0.5215123859191656,266.6666666666667,2.0
Russia,2020-03-31 00:00:00,2337,17,0.0,0.5446623093681917,357.66666666666674,4.0
Russia,2020-04-01 00:00:00,2777,24,0.0,0.727428326914848,401.5,4.5
San Marino,2020-03-17 00:00:00,109,7,0.0,8.823529411764708,4.0,2.0
San Marino,2020-03-18 00:00:00,119,11,2.0,10.576923076923077,3.6666666666666665,2.333333333333333
San Marino,2020-03-19 00:00:00,119,11,0.0,12.844036697247708,8.0,1.6666666666666667
San Marino,2020-03-20 00:00:00,144,14,0.0,11.111111111111109,15.666666666666664,1.0
San Marino,2020-03-21 00:00:00,144,20,310.0,9.271523178807945,14.0,2.0
San Marino,2020-03-22 00:00:00,175,20,242.0,13.245033112582783,8.333333333333334,2.0
San Marino,2020-03-23 00:00:00,187,20,3.0,13.245033112582783,12.0,2.0
San Marino,2020-03-24 00:00:00,187,21,0.0,10.695187165775401,12.0,0.3333333333333333
San Marino,2020-03-25 00:00:00,208,21,1.0,11.229946524064172,19.0,0.3333333333333333
San Marino,2020-03-26 00:00:00,208,21,0.0,10.096153846153848,10.333333333333334,0.3333333333333333
San Marino,2020-03-27 00:00:00,223,21,424.0,9.633027522935778,12.0,0.0
San Marino,2020-03-28 00:00:00,224,22,0.0,9.417040358744394,5.333333333333333,0.3333333333333333
San Marino,2020-03-29 00:00:00,224,22,0.0,9.821428571428571,3.6666666666666665,1.0
San Marino,2020-03-30 00:00:00,230,25,0.0,10.480349344978166,2.0,1.3333333333333333
San Marino,2020-03-31 00:00:00,236,26,0.0,10.91703056768559,2.0,1.3333333333333333
San Marino,2020-04-01 00:00:00,236,26,0.0,11.304347826086955,0.5,1.0
Saudi Arabia,2020-03-16 00:00:00,118,0,0.0,0.0,15.666666666666664,0.0
Saudi Arabia,2020-03-17 00:00:00,171,0,0.0,0.0,15.666666666666664,0.0
